pid,lot_frontage,lot_area,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,flr2nd_sf,low_qual_fin_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,ssn3_porch,screen_porch,pool_area,misc_val
533251130,36.0,16157,0.0,680,391,289,1360,1432,0,0,1432,588,168,180,0,0,0,0,0
535451230,60.0,7200,0.0,0,0,0,0,1048,0,0,1048,420,0,27,0,0,0,0,0
535150240,75.0,9000,0.0,812,0,124,936,1128,0,0,1128,286,0,0,0,0,0,0,0
527108040,72.0,10463,0.0,0,0,893,893,901,900,0,1801,800,0,116,0,0,0,0,0
909131170,72.0,12155,0.0,156,0,516,672,810,672,0,1482,400,0,0,254,0,0,0,0
923400150,63.0,10712,0.0,212,0,762,974,974,0,0,974,0,0,28,0,0,0,0,0
902301150,69.0,9143,0.0,0,0,346,346,709,308,0,1017,308,0,0,139,0,0,0,0
903228080,60.0,6000,0.0,375,0,360,735,869,349,0,1218,440,0,0,0,0,0,0,0
528390210,60.0,29959,0.0,595,0,378,973,979,871,0,1850,467,168,98,0,0,0,0,0
909281010,80.0,16560,0.0,503,0,449,952,1170,1175,0,2345,360,0,0,0,0,0,0,0
527450210,21.0,1953,408.0,309,0,174,483,483,504,0,987,264,72,0,0,0,0,0,0
531479020,60.0,9000,0.0,0,0,784,784,784,0,0,784,360,0,0,91,0,0,0,0
905451320,68.0,9571,0.0,739,0,405,1144,1144,0,0,1144,596,44,0,0,0,0,0,0
535402180,75.0,8700,53.0,192,0,728,920,888,0,0,888,240,0,0,0,0,0,0,0
532351150,68.0,8927,0.0,0,0,0,0,1286,368,0,1654,528,0,0,0,0,0,0,0
923228390,21.0,1890,0.0,0,0,546,546,546,546,0,1092,286,0,0,0,0,0,0,0
535457050,70.0,7000,0.0,0,0,0,0,925,0,0,925,300,0,0,0,0,0,0,0
905201090,70.0,14175,0.0,988,0,200,1188,1437,0,0,1437,576,304,0,0,0,0,0,0
907425010,78.0,4426,147.0,697,0,151,848,848,0,0,848,420,149,0,0,0,0,0,0
906394060,78.0,9316,532.0,0,0,784,784,784,812,0,1596,610,144,45,0,0,0,0,0
528385050,79.0,9085,286.0,816,0,254,1070,1094,967,0,2061,647,296,102,209,0,0,0,0
916455120,82.0,11202,206.0,1029,0,403,1432,1440,0,0,1440,467,185,95,0,0,0,0,0
909275040,82.0,9650,0.0,0,0,784,784,819,784,0,1603,599,0,217,0,0,0,0,0
909275020,82.0,7136,423.0,484,0,495,979,979,979,0,1958,492,0,0,0,0,0,0,0
528180120,44.0,7390,308.0,800,0,1084,1884,1884,0,0,1884,649,231,90,0,0,0,0,0
532353130,71.0,7064,153.0,560,0,420,980,980,0,0,980,484,192,0,0,0,0,0,0
903234090,51.0,6120,0.0,203,0,897,1100,1226,676,0,1902,576,0,139,55,0,0,0,0
902105130,60.0,4800,0.0,0,0,672,672,672,0,0,672,256,0,0,0,0,0,0,0
905200160,60.0,9000,0.0,288,0,718,1006,1006,0,0,1006,0,0,24,0,0,0,0,0
916125425,64.0,164660,0.0,1249,147,103,1499,1619,167,0,1786,529,670,0,0,0,0,0,700
906380180,64.0,6762,0.0,0,0,1286,1286,1294,0,0,1294,662,168,55,0,0,0,0,0
904301100,64.0,10547,0.0,1152,0,0,1152,1152,0,0,1152,252,0,0,0,0,0,0,0
532378050,78.0,13052,0.0,712,0,312,1024,1024,0,0,1024,308,0,0,0,0,0,0,0
909426060,78.0,15600,405.0,760,0,408,1168,1278,1037,0,2315,342,0,0,0,0,192,0,0
527127150,41.0,4920,0.0,616,0,722,1338,1338,0,0,1338,582,0,0,170,0,0,0,0
528429070,74.0,13253,128.0,1096,0,482,1578,1578,0,0,1578,642,0,26,0,0,0,0,0
528222010,96.0,11631,236.0,0,0,1052,1052,1052,1321,0,2373,632,120,46,0,0,0,0,0
909177100,60.0,7200,0.0,0,0,0,0,862,1788,0,2650,0,0,0,0,0,0,0,500
527258010,88.0,11394,350.0,1445,0,411,1856,1856,0,0,1856,834,113,0,0,0,0,0,0
528120060,83.0,10159,450.0,1646,0,284,1930,1940,0,0,1940,606,168,95,0,0,0,0,0
527131110,45.0,6264,0.0,656,0,1008,1664,1682,0,0,1682,528,0,0,0,0,0,0,0
528294070,66.0,8738,302.0,0,0,975,975,1005,1286,0,2291,429,192,0,0,0,0,0,0
534451110,66.0,7015,161.0,185,0,524,709,979,224,0,1203,352,0,0,248,0,0,0,0
903232170,52.0,6240,0.0,0,0,0,0,672,240,0,912,0,0,0,0,0,0,0,0
905476120,50.0,8405,0.0,241,391,229,861,961,406,0,1367,384,0,130,112,0,0,0,0
909176140,50.0,5000,0.0,218,0,808,1026,1026,665,0,1691,308,0,0,242,0,0,0,0
528120090,94.0,12883,256.0,0,0,1544,1544,1544,0,0,1544,868,0,35,0,0,0,0,0
907227080,60.0,7200,0.0,777,0,117,894,894,0,0,894,600,215,0,0,0,0,0,0
527452060,60.0,4928,0.0,958,0,0,958,958,0,0,958,440,0,60,0,0,0,0,0
535403280,64.0,8712,0.0,860,0,132,992,1306,0,0,1306,756,0,0,0,0,0,0,0
528228550,43.0,3010,14.0,16,0,1126,1142,1142,0,0,1142,440,90,0,0,0,0,0,0
903456110,60.0,9780,0.0,354,398,224,976,976,976,0,1952,299,285,0,0,0,216,0,0
534479240,79.0,9462,0.0,0,0,704,704,1024,704,0,1728,234,245,60,0,0,0,0,0
535302120,76.0,9482,657.0,0,0,1866,1866,1866,0,0,1866,495,0,0,0,0,0,0,0
527165010,76.0,14067,194.0,504,0,332,836,851,858,0,1709,416,0,40,0,0,0,0,0
534478140,95.0,11345,567.0,220,0,708,928,928,992,0,1920,400,0,0,0,0,0,0,0
533253030,95.0,3760,0.0,1009,182,44,1235,1235,0,0,1235,484,133,78,0,0,0,0,0
903481010,60.0,10320,0.0,0,0,451,451,759,0,0,759,576,40,0,0,0,0,0,0
909254070,54.0,7588,0.0,352,0,441,793,901,901,0,1802,216,0,0,40,0,0,0,0
902207170,60.0,8520,0.0,0,0,624,624,792,0,0,792,287,0,0,81,0,0,0,0
535353160,60.0,14190,0.0,0,0,925,925,1000,544,0,1544,0,231,0,0,0,0,0,0
535450220,60.0,11664,206.0,336,0,746,1082,1082,0,0,1082,240,0,130,0,0,0,0,0
533253060,30.0,4420,0.0,728,0,0,728,788,0,0,788,484,133,42,0,0,0,0,0
923229140,61.0,33983,0.0,1112,0,48,1160,1676,0,0,1676,672,690,90,0,0,0,0,0
902134120,56.0,10134,0.0,0,0,801,801,801,646,0,1447,0,80,0,244,0,0,0,0
535450070,60.0,12144,0.0,375,0,457,832,1036,0,232,1268,288,0,28,0,0,0,0,0
907185060,70.0,8750,116.0,505,0,299,804,804,878,0,1682,523,0,77,0,0,0,0,0
533130160,88.0,11134,180.0,1129,0,261,1390,1402,823,0,2225,713,198,30,0,0,0,0,0
533244030,68.0,7379,0.0,484,0,491,975,975,873,0,1848,592,280,184,0,0,0,0,0
527107120,54.0,9783,0.0,0,0,821,821,821,955,0,1776,443,286,116,0,0,0,0,0
527455270,54.0,9477,65.0,340,0,524,864,892,0,0,892,264,0,0,0,0,0,0,0
528290010,60.0,15384,0.0,724,0,64,788,788,702,0,1490,388,100,75,0,0,0,0,0
905103130,60.0,11327,305.0,779,0,285,1064,1064,0,0,1064,528,314,48,0,0,0,0,0
903476090,41.0,5852,188.0,169,0,851,1020,978,886,0,1864,0,0,188,102,0,0,0,0
908152110,72.0,7200,0.0,288,0,396,684,684,714,0,1398,440,0,0,0,0,0,0,0
527451380,21.0,1680,281.0,317,0,355,672,672,546,0,1218,264,0,28,0,0,0,0,0
528429130,85.0,10182,420.0,1220,0,440,1660,1660,0,0,1660,500,322,50,0,0,0,0,0
905402110,75.0,9375,0.0,799,0,168,967,1350,0,0,1350,504,237,0,0,0,0,0,0
535425010,96.0,11275,300.0,0,0,710,710,1898,1080,0,2978,564,240,0,0,0,0,0,0
902406070,60.0,9720,0.0,0,0,741,741,780,741,0,1521,640,0,0,238,0,0,0,0
907181100,68.0,9017,0.0,560,0,871,1431,1431,0,0,1431,666,0,35,0,0,0,0,0
914465020,75.0,10125,0.0,445,250,412,1107,1040,1012,0,2052,642,210,91,0,0,0,0,0
910200040,85.0,8500,0.0,0,0,793,793,997,520,0,1517,0,0,0,144,0,0,0,0
534479130,79.0,9490,0.0,403,165,238,806,958,620,0,1578,240,0,0,32,0,0,0,0
923251160,124.0,27697,198.0,811,0,585,1396,1608,0,0,1608,444,152,38,0,0,0,0,0
904300150,72.0,10632,0.0,0,0,689,689,725,499,0,1224,180,0,0,248,0,0,0,0
534278230,85.0,11475,95.0,0,0,1584,1584,1776,0,0,1776,888,0,25,0,0,0,0,0
907412090,85.0,11049,0.0,0,0,1234,1234,1234,0,0,1234,484,0,30,0,0,0,0,0
911370460,44.0,4750,481.0,1573,0,0,1573,1625,0,0,1625,538,123,0,0,0,153,0,0
917425190,50.0,35133,226.0,1159,0,413,1572,1572,0,0,1572,995,0,263,0,0,263,0,0
909425180,80.0,12984,459.0,1283,147,0,1430,1647,0,0,1647,621,0,0,0,0,0,0,0
916460110,75.0,9157,0.0,0,0,912,912,1072,942,0,2014,486,124,114,0,0,0,0,0
902207080,49.0,5820,0.0,256,0,906,1162,1163,0,0,1163,220,142,98,0,0,0,0,0
535402010,81.0,9671,480.0,0,0,1248,1248,1248,1296,0,2544,907,0,0,0,0,0,0,0
527450520,21.0,1890,422.0,483,0,0,483,483,504,0,987,352,411,0,0,0,0,0,0
903400040,60.0,13515,0.0,0,0,764,764,1060,764,0,1824,520,0,0,126,0,0,0,0
528327010,60.0,9233,877.0,1182,0,358,1540,1540,1315,0,2855,774,247,55,0,0,0,0,0
905104030,70.0,8400,0.0,187,627,0,814,913,0,0,913,240,0,0,252,0,0,0,0
921126010,93.0,15306,100.0,80,0,1652,1732,1776,0,0,1776,712,0,0,0,0,0,0,0
909254090,55.0,7642,0.0,0,0,912,912,912,514,0,1426,216,0,240,0,0,0,0,0
911370540,44.0,3842,174.0,1373,0,221,1594,1646,0,0,1646,482,128,53,0,0,155,0,0
528253010,34.0,5063,166.0,904,0,410,1314,1314,0,0,1314,626,172,62,0,0,0,0,0
905476230,42.0,4235,149.0,552,393,104,1049,1049,0,0,1049,266,0,105,0,0,0,0,0
909252110,63.0,15576,0.0,0,0,840,840,840,840,0,1680,308,0,0,160,0,0,0,0
903475060,60.0,10120,0.0,0,0,925,925,964,925,0,1889,308,0,0,264,0,0,0,0
528138010,102.0,13514,285.0,1142,0,632,1774,1808,0,0,1808,850,200,26,0,0,0,0,0
528106060,110.0,13440,190.0,0,0,1108,1108,1148,1402,0,2550,670,120,39,0,0,0,0,0
907285080,70.0,8750,0.0,642,0,273,915,933,975,0,1908,493,144,133,0,0,0,0,0
906475100,70.0,11500,0.0,262,723,197,1182,1643,0,0,1643,438,339,0,0,0,0,0,0
535382020,60.0,10800,0.0,664,0,290,954,1766,648,0,2414,520,142,0,0,0,0,0,0
909254050,54.0,7609,0.0,406,0,392,798,798,714,0,1512,180,85,16,41,0,0,0,0
923251080,54.0,26142,189.0,593,0,595,1188,1188,0,0,1188,312,261,39,0,0,0,0,0
902103150,57.0,9184,0.0,0,0,780,780,948,375,0,1323,400,0,0,0,0,0,0,0
527451330,21.0,1680,492.0,300,0,225,525,525,567,0,1092,320,0,0,0,0,0,0,0
528435040,79.0,9416,205.0,1126,0,600,1726,1726,0,0,1726,786,171,138,0,0,266,0,0
531453040,70.0,8400,130.0,0,0,650,650,888,676,0,1564,476,0,50,0,0,204,0,0
535450100,60.0,12144,0.0,455,0,455,910,910,611,0,1521,597,199,0,168,0,0,0,0
906385010,94.0,10402,0.0,0,0,1226,1226,1226,0,0,1226,740,0,36,0,0,0,0,0
902331010,94.0,3300,0.0,0,0,624,624,816,0,0,816,0,0,33,0,0,0,0,0
907420050,64.0,8334,0.0,0,0,1330,1330,1330,0,0,1330,437,0,23,0,0,0,0,0
527107240,70.0,11207,0.0,714,0,88,802,802,709,0,1511,413,95,75,0,0,0,0,0
905108190,70.0,7252,0.0,685,0,173,858,858,0,0,858,576,120,0,0,0,0,0,0
911226010,120.0,18000,0.0,0,0,894,894,894,0,0,894,1248,0,20,0,0,0,0,560
527225035,152.0,12134,0.0,427,0,132,559,1080,672,0,1752,492,325,12,0,0,0,0,0
527302210,85.0,14450,194.0,864,449,469,1782,1782,0,0,1782,551,467,0,0,0,0,0,0
909278020,54.0,7681,0.0,0,0,731,731,820,523,0,1343,186,192,0,102,0,0,0,0
528120020,87.0,11146,250.0,0,0,1709,1709,1717,0,0,1717,908,169,39,0,0,0,0,0
535452120,70.0,7910,0.0,666,0,409,1075,1507,0,0,1507,404,0,0,0,0,0,0,0
535453040,80.0,8000,0.0,520,319,188,1027,1027,0,0,1027,299,0,0,0,0,0,0,0
904352190,60.0,6048,0.0,736,0,120,856,936,744,0,1680,450,56,144,0,0,0,0,0
907262050,44.0,9548,223.0,483,0,458,941,941,888,0,1829,613,192,39,0,0,0,0,0
528172020,74.0,10927,280.0,546,0,512,1058,1058,846,0,1904,736,179,60,0,0,0,0,0
535305030,60.0,7350,0.0,852,0,100,952,952,0,0,952,840,0,0,0,0,0,0,0
902202070,50.0,5925,435.0,168,0,739,907,1131,0,0,1131,672,0,72,0,0,0,0,0
535456070,60.0,7200,0.0,370,0,398,768,1024,564,0,1588,480,0,0,0,0,0,0,0
527353060,60.0,12388,229.0,602,0,441,1043,1539,1134,0,2673,441,178,84,0,0,0,0,0
535327230,71.0,8838,0.0,0,0,0,0,1764,0,0,1764,301,0,72,0,0,0,0,0
907285040,80.0,10000,438.0,1079,0,141,1220,1220,870,0,2090,556,0,65,0,0,0,0,0
528344100,98.0,12203,975.0,854,0,371,1225,1276,1336,0,2612,676,250,0,0,0,0,0,0
904100160,115.0,21286,0.0,0,0,720,720,720,551,0,1271,312,0,0,108,0,0,0,0
916403130,115.0,11170,0.0,1216,0,0,1216,1298,1216,0,2514,693,0,0,0,0,0,0,0
527425060,70.0,10500,0.0,524,180,160,864,864,0,0,864,576,216,0,0,0,0,0,0
905200290,88.0,13125,67.0,168,682,284,1134,1803,0,0,1803,484,0,0,0,0,0,0,0
905401020,102.0,12671,300.0,353,0,935,1288,2422,0,0,2422,527,0,63,0,0,144,0,0
535325350,80.0,13600,0.0,144,912,0,1056,1056,0,0,1056,300,0,0,0,0,0,0,650
535355020,113.0,21281,0.0,0,0,666,666,1308,1778,0,3086,1200,0,208,290,0,156,0,0
903225160,59.0,5870,0.0,0,0,554,554,736,554,0,1290,200,38,112,0,0,0,0,400
907196020,118.0,13704,150.0,0,0,1541,1541,1541,0,0,1541,843,468,81,0,0,0,0,0
528108140,94.0,12220,305.0,1436,0,570,2006,2020,0,0,2020,900,156,54,0,0,0,0,0
533253070,61.0,3782,0.0,960,0,266,1226,1226,0,0,1226,484,133,78,0,0,0,0,0
907405140,65.0,8450,196.0,706,0,150,856,856,854,0,1710,548,0,61,0,0,0,0,0
914478020,65.0,8750,50.0,224,530,98,852,918,0,0,918,360,192,84,0,0,0,0,0
907280100,90.0,11248,215.0,1059,0,567,1626,1668,0,0,1668,702,257,45,0,0,0,0,0
908102050,67.0,8777,0.0,0,0,0,0,1126,0,0,1126,520,0,96,0,0,0,0,0
535303110,53.0,8128,80.0,490,0,572,1062,1062,0,0,1062,297,0,0,0,0,0,0,0
535354050,60.0,9600,0.0,220,0,625,845,893,0,0,893,576,0,0,0,0,0,0,0
528240150,61.0,10125,0.0,0,0,846,846,846,748,0,1594,434,300,48,0,0,0,0,0
909103020,76.0,11388,0.0,0,0,616,616,1055,218,0,1273,275,212,0,0,0,0,0,0
528118010,101.0,14215,380.0,0,0,1158,1158,1158,1218,0,2376,853,240,154,0,0,0,0,0
528181040,40.0,6792,94.0,0,0,1368,1368,1368,0,0,1368,474,132,35,0,0,0,0,0
534127270,90.0,11700,420.0,404,0,304,708,708,708,0,1416,776,0,169,0,0,119,0,0
533223110,90.0,4447,0.0,0,0,530,530,530,550,0,1080,496,0,50,0,0,0,0,0
535126100,120.0,13560,216.0,0,0,1392,1392,1392,0,0,1392,576,0,0,240,0,0,0,0
531452180,120.0,9453,0.0,402,0,594,996,1014,730,0,1744,457,370,70,0,238,0,0,0
534202030,60.0,10355,196.0,695,0,519,1214,1214,0,0,1214,318,0,111,0,0,0,0,0
910201130,60.0,6000,0.0,0,0,720,720,760,330,0,1090,240,0,0,0,0,0,0,0
533252020,60.0,11250,0.0,767,0,441,1208,1208,0,0,1208,546,198,42,0,0,0,0,0
527328010,65.0,10464,130.0,850,0,138,988,1102,0,0,1102,582,140,22,0,0,0,0,0
905325020,65.0,25095,0.0,1324,0,113,1437,1473,0,0,1473,452,0,48,0,0,60,0,0
902402260,60.0,11340,0.0,0,0,723,723,723,363,0,1086,400,0,24,144,0,0,0,0
903225150,50.0,5000,0.0,188,0,577,765,765,0,0,765,200,135,0,41,0,0,0,0
528354110,95.0,11787,594.0,719,0,660,1379,1383,1015,0,2398,834,239,60,0,0,0,0,0
907227060,60.0,7200,0.0,671,0,193,864,864,0,0,864,576,155,0,0,0,0,0,0
535103050,60.0,13700,288.0,454,0,410,864,902,918,0,1820,492,60,84,0,0,273,0,0
528435050,85.0,10130,260.0,1294,0,408,1702,1702,0,0,1702,844,0,69,0,0,0,0,0
528175010,44.0,6371,128.0,733,0,625,1358,1358,0,0,1358,484,192,35,0,0,0,0,0
903234100,51.0,6120,0.0,0,0,952,952,1022,752,0,1774,468,90,0,205,0,0,0,0
528480100,65.0,8125,0.0,0,0,756,756,756,797,0,1553,615,0,45,0,0,0,0,0
527368010,65.0,8470,0.0,225,276,471,972,972,839,0,1811,565,225,48,0,0,0,0,0
907280170,70.0,8750,209.0,1111,0,306,1417,1417,0,0,1417,511,60,0,0,0,117,0,0
535151100,65.0,6860,54.0,908,0,100,1008,1008,0,0,1008,308,0,0,0,0,0,0,0
906420020,80.0,10041,0.0,789,0,119,908,927,988,0,1915,506,120,150,0,0,0,0,0
908204090,64.0,6400,0.0,77,831,52,960,960,0,0,960,392,144,0,35,0,0,0,0
909451100,24.0,1488,0.0,471,0,90,561,561,668,0,1229,462,176,0,0,0,0,0,0
535152060,70.0,8176,0.0,846,0,210,1056,1056,0,0,1056,308,0,0,0,0,0,0,0
535477060,69.0,7590,266.0,512,0,148,660,660,688,0,1348,453,188,108,0,0,0,0,0
528351010,104.0,21535,1170.0,1455,0,989,2444,2444,1872,0,4316,832,382,50,0,0,0,0,0
903458060,40.0,4800,0.0,197,0,999,1196,1196,0,0,1196,440,0,0,0,0,0,0,0
528235160,59.0,11796,0.0,0,0,847,847,847,1112,0,1959,434,100,48,0,0,0,0,0
906426210,59.0,16698,0.0,800,0,649,1449,944,815,0,1759,525,150,193,0,0,0,0,0
907253110,50.0,10400,227.0,0,0,1257,1257,1290,871,0,2161,570,0,84,0,0,0,0,0
531452050,50.0,7175,0.0,623,121,0,744,752,0,0,752,264,353,0,0,0,90,0,0
923275200,76.0,8314,0.0,546,0,270,816,816,0,0,816,264,168,0,0,0,0,0,0
531453140,76.0,9180,0.0,747,93,0,840,884,0,0,884,504,240,0,0,0,0,0,0
906382030,86.0,11210,240.0,20,0,1594,1614,1614,0,0,1614,865,144,59,0,0,0,0,0
527163130,86.0,8803,0.0,600,0,107,707,707,809,0,1516,409,0,46,0,0,0,0,0
905105040,86.0,8665,89.0,168,288,420,876,897,0,0,897,264,0,0,0,0,0,0,0
906201023,116.0,13474,246.0,700,0,0,700,1122,1121,0,2243,746,127,44,224,0,0,0,0
533242030,60.0,7180,0.0,0,0,1568,1568,1568,0,0,1568,564,0,266,0,0,0,0,0
535302080,60.0,10950,0.0,339,0,525,864,1064,0,0,1064,318,0,0,0,0,0,0,0
527356050,80.0,10793,263.0,493,287,0,780,780,840,0,1620,462,208,0,0,0,0,0,0
531477050,70.0,9800,0.0,0,0,816,816,1012,0,0,1012,429,121,0,80,0,0,0,0
528218030,65.0,10237,0.0,28,0,1288,1316,1316,0,0,1316,397,100,0,0,23,0,0,0
905475500,65.0,11500,0.0,0,0,0,0,845,0,0,845,290,186,0,0,0,0,0,0
527106010,21.0,13006,285.0,0,0,964,964,993,1243,0,2236,642,0,0,0,0,0,0,0
923228130,21.0,1533,0.0,553,0,77,630,630,0,0,630,0,0,0,0,0,0,0,0
527162080,63.0,7875,0.0,414,0,277,691,691,862,0,1553,420,0,44,0,0,0,0,0
909276160,78.0,12168,0.0,428,0,537,965,1940,1254,0,3194,380,0,0,0,0,0,0,0
534401190,80.0,9200,0.0,892,0,244,1136,1136,0,0,1136,384,426,0,0,0,0,0,0
907425035,80.0,4438,169.0,662,0,186,848,848,0,0,848,420,140,0,0,0,0,0,0
527325240,90.0,13068,621.0,890,48,273,1211,1211,0,0,1211,461,0,0,0,174,0,0,0
533213020,90.0,4217,252.0,962,0,183,1145,1256,0,0,1256,641,0,169,0,0,0,0,0
910200060,50.0,7000,0.0,374,0,487,861,861,424,0,1285,506,96,0,132,0,0,0,0
902106060,60.0,6600,0.0,0,0,994,994,1378,994,0,2372,432,0,287,0,0,0,0,0
906382040,73.0,8990,0.0,0,0,1498,1498,1498,0,0,1498,675,351,33,0,0,0,0,0
903236130,47.0,7755,0.0,0,0,1100,1100,1100,1164,0,2264,408,0,152,0,0,0,0,0
534128010,47.0,10382,240.0,859,32,216,1107,1107,983,0,2090,484,235,204,228,0,0,0,350
528138030,85.0,11924,286.0,998,0,177,1175,1182,1142,0,2324,736,147,21,0,0,0,0,0
528228415,85.0,3072,18.0,0,0,1375,1375,1414,0,0,1414,398,144,20,0,0,0,0,0
904302260,60.0,9900,0.0,1026,0,186,1212,1212,180,0,1392,0,0,0,168,0,0,0,0
903227070,50.0,6000,0.0,0,0,884,884,884,464,0,1348,216,0,0,208,0,0,0,0
924100020,50.0,11075,232.0,562,193,29,784,1168,800,0,1968,530,305,189,0,0,0,0,400
908152035,80.0,10682,0.0,399,0,615,1014,1149,0,0,1149,544,0,240,0,0,0,0,0
528221060,149.0,12589,0.0,0,0,742,742,742,742,0,1484,390,36,24,0,0,0,0,0
533254110,80.0,9600,200.0,0,0,392,392,1487,1012,0,2499,527,0,64,0,0,0,0,0
528231030,65.0,16219,0.0,779,0,56,835,1119,0,0,1119,437,100,24,0,0,0,0,0
531452140,55.0,7892,0.0,300,0,899,1199,1199,0,0,1199,530,0,63,0,0,0,0,0
906392090,90.0,13377,0.0,1576,0,260,1836,1846,0,0,1846,495,0,32,0,0,0,0,0
907202080,90.0,7000,90.0,646,0,218,864,864,0,0,864,336,0,0,0,0,0,0,0
909281130,70.0,10570,0.0,297,0,556,853,1549,1178,0,2727,440,0,74,0,0,0,0,0
903205040,70.0,8854,0.0,0,0,952,952,952,0,0,952,192,0,98,0,0,40,0,0
923225190,41.0,2665,0.0,0,0,264,264,616,688,0,1304,336,141,0,0,0,0,0,0
528458120,75.0,9000,0.0,0,0,1088,1088,1088,871,0,1959,1025,208,46,0,0,0,0,0
905378040,124.0,18600,0.0,288,684,0,972,1052,558,0,1610,480,0,0,60,0,0,0,450
527450080,24.0,2160,200.0,402,0,363,765,765,600,0,1365,440,0,36,0,0,0,0,0
527357110,75.0,9743,0.0,280,0,440,720,720,588,0,1308,484,0,0,0,0,0,0,0
534204030,65.0,8125,0.0,260,456,196,912,925,0,0,925,576,233,0,0,0,0,0,0
902205070,62.0,7311,0.0,0,0,407,407,407,0,0,407,297,76,0,120,0,0,0,0
535179020,80.0,10032,432.0,734,0,510,1244,1580,0,0,1580,440,0,28,0,0,160,0,0
534402060,115.0,10500,144.0,998,0,294,1292,1292,0,0,1292,520,0,32,0,0,92,0,0
533241010,114.0,8314,0.0,0,0,569,569,854,840,0,1694,434,0,382,0,0,110,0,0
906340120,61.0,10226,270.0,0,0,1622,1622,1630,0,0,1630,860,172,42,0,0,0,0,0
533110130,121.0,16059,284.0,0,0,1288,1288,1301,1116,0,2417,462,127,82,0,0,0,0,0
903232060,51.0,6120,0.0,0,0,960,960,995,0,0,995,264,0,15,51,0,0,0,0
903231010,51.0,6120,0.0,0,0,927,927,1067,472,0,1539,576,112,0,0,0,0,0,0
1007100110,51.0,56600,0.0,0,0,686,686,1150,686,0,1836,288,0,0,0,0,0,0,0
534201130,75.0,9750,0.0,400,480,100,980,980,0,0,980,384,68,0,0,0,0,0,0
528228345,75.0,3940,143.0,1073,0,342,1415,1455,0,0,1455,644,156,20,0,0,144,0,0
528106050,107.0,13641,456.0,1304,0,630,1934,1943,713,0,2656,1040,268,58,0,0,0,0,0
533253050,36.0,3640,0.0,860,0,176,1036,1036,0,0,1036,484,133,108,0,0,0,0,0
908102130,75.0,9825,0.0,0,0,0,0,1664,0,0,1664,0,0,0,0,0,0,0,0
902301030,60.0,9600,0.0,0,0,702,702,842,630,0,1472,250,0,0,84,0,0,0,0
535383060,90.0,5400,0.0,0,0,416,416,599,0,0,599,0,0,81,0,0,0,0,0
527455090,24.0,2104,0.0,536,0,300,836,836,0,0,836,345,150,20,0,0,0,0,0
528221040,63.0,9729,0.0,0,0,698,698,698,1048,0,1746,350,0,34,0,0,0,0,0
527378010,80.0,10000,176.0,755,0,348,1103,1103,0,0,1103,462,295,84,0,0,0,0,0
906385020,64.0,7360,80.0,24,0,1198,1222,1222,0,0,1222,615,0,54,0,0,0,0,0
909175050,60.0,8400,0.0,378,0,342,720,1052,720,420,2192,240,262,24,0,0,0,0,0
903454090,50.0,9000,0.0,0,0,780,780,780,595,0,1375,544,0,162,0,0,126,0,0
923228210,21.0,1526,0.0,0,0,546,546,546,546,0,1092,0,0,34,0,0,0,0,0
909425085,70.0,12392,0.0,435,0,397,832,1218,943,0,2161,506,0,96,0,0,0,0,0
907125040,70.0,14217,0.0,550,0,472,1022,1022,0,0,1022,747,0,0,0,0,0,0,0
527427160,33.0,4113,0.0,0,0,1337,1337,1337,0,0,1337,511,136,68,0,0,0,0,0
906477110,80.0,8816,80.0,504,0,506,1010,1052,0,0,1052,440,0,0,0,0,0,0,0
527402380,71.0,9353,0.0,0,0,864,864,864,0,0,864,280,0,0,0,0,0,0,0
923228110,21.0,1477,0.0,509,0,121,630,630,0,0,630,286,0,0,0,0,0,0,0
923203010,62.0,6710,134.0,16,904,0,920,936,0,0,936,460,0,40,0,0,0,0,0
906204140,82.0,11287,340.0,421,0,386,807,1175,807,0,1982,575,0,84,0,196,0,0,0
528150120,99.0,12099,388.0,970,0,166,1136,1136,1332,0,2468,872,184,154,0,0,0,0,0
907290020,75.0,9750,0.0,975,0,133,1108,1108,989,0,2097,583,253,170,0,0,0,0,0
535301080,60.0,11556,52.0,148,0,572,720,882,0,0,882,240,0,0,0,0,0,0,0
527451520,21.0,1680,297.0,0,0,483,483,483,504,0,987,288,0,0,0,0,0,0,0
528108150,98.0,12704,302.0,1012,0,570,1582,1582,0,0,1582,905,209,95,0,0,0,0,0
903233030,51.0,6120,0.0,351,0,405,756,903,378,0,1281,379,25,0,0,0,0,0,0
528315060,84.0,9660,1290.0,0,0,1173,1173,1182,1017,0,2199,516,0,131,0,0,0,0,0
903232030,84.0,6120,0.0,0,0,0,0,808,0,0,808,164,0,48,0,0,0,0,0
906475070,91.0,28698,0.0,249,764,0,1013,1160,966,0,2126,538,486,0,0,0,225,0,0
528431080,91.0,12274,256.0,0,0,1417,1417,1428,0,0,1428,554,0,60,0,0,0,0,0
903476100,55.0,4388,0.0,116,0,556,672,840,0,0,840,0,0,0,0,0,0,0,0
905476225,39.0,3869,149.0,283,755,0,1038,1038,0,0,1038,264,0,105,0,0,0,0,0
527453050,24.0,2308,0.0,306,0,498,804,804,744,0,1548,440,108,0,0,0,0,0,0
