pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,flr2nd_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,ssn3_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
527146135,160,RL,68.0,13108,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,0.0,ALQ,0.0,2062.0,2062.0,GasA,Ex,Y,SBrkr,2079,608,0,2687,0.0,0.0,2,1,4,1,Gd,9,Typ,0,Gd,Attchd,1994.0,RFn,2.0,618.0,TA,TA,Y,168,12,0,0,0,0,0,12,2006,WD ,270000
905202230,20,RL,68.0,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,429.0,Unf,1080.0,93.0,1602.0,GasA,Gd,Y,SBrkr,1252,0,0,1252,1.0,0.0,1,0,1,1,TA,4,Typ,1,TA,BuiltIn,1960.0,RFn,2.0,564.0,TA,TA,Y,409,0,0,0,0,0,0,3,2008,WD ,235000
528290190,80,RL,62.0,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,TA,7,Typ,1,Gd,Detchd,1999.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD ,156000
531375130,20,RL,60.0,12450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Ex,TA,No,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2004.0,Fin,2.0,576.0,TA,TA,Y,0,42,0,0,0,0,0,6,2009,WD ,153000
923203190,120,RM,60.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Gd,Gd,No,Unf,883.0,Unf,0.0,341.0,1224.0,GasA,Ex,Y,SBrkr,1224,0,0,1224,1.0,0.0,2,0,2,1,TA,5,Typ,0,Gd,BuiltIn,1999.0,Fin,2.0,402.0,TA,TA,Y,0,304,0,0,0,0,0,6,2009,WD ,165000
527212050,60,RL,77.0,11198,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,None,245.0,Gd,TA,PConc,TA,Fa,No,LwQ,0.0,Unf,0.0,1122.0,1122.0,GasA,Ex,Y,SBrkr,1134,1370,0,2504,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,Detchd,2005.0,Unf,3.0,656.0,TA,TA,Y,144,39,0,0,0,0,0,6,2008,WD ,325000
909281020,190,RL,79.0,6221,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2FmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,533.0,Unf,0.0,195.0,728.0,GasA,Ex,Y,SBrkr,760,595,0,1355,0.0,0.0,2,0,3,1,TA,5,Typ,0,Gd,Attchd,1966.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,144,0,0,10,2007,WD ,140000
903453080,80,RM,120.0,13200,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,TA,TA,CBlock,Ex,TA,No,GLQ,375.0,Unf,0.0,366.0,741.0,GasA,Fa,Y,SBrkr,1497,797,0,2294,0.0,0.0,3,0,5,1,TA,9,Typ,1,Gd,Attchd,1963.0,Fin,2.0,658.0,TA,TA,Y,0,110,0,0,0,0,0,4,2007,WD ,202500
528180140,120,RL,65.0,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Gd,TA,Av,GLQ,1540.0,Unf,0.0,162.0,1702.0,GasA,Ex,Y,SBrkr,1702,0,0,1702,1.0,0.0,1,1,1,1,Ex,7,Typ,1,Fa,Attchd,2008.0,RFn,3.0,1052.0,TA,TA,Y,0,72,0,0,224,0,0,10,2008,New,367294
916403230,80,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,219.0,Gd,TA,CBlock,TA,Gd,No,ALQ,783.0,Unf,0.0,678.0,1461.0,GasA,Ex,Y,SBrkr,1509,0,0,1509,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Gd,Detchd,1988.0,Unf,2.0,600.0,TA,TA,Y,224,0,0,0,0,0,0,8,2008,WD ,175000
909275230,70,RL,60.0,9550,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,ALQ,216.0,BLQ,0.0,540.0,756.0,GasA,Gd,Y,SBrkr,961,756,0,1717,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Attchd,1998.0,Unf,3.0,642.0,TA,TA,Y,0,35,272,0,0,0,0,2,2006,WD ,140000
916403040,20,RL,42.0,10331,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,Stone,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,215.0,Unf,80.0,970.0,1265.0,GasA,Gd,Y,SBrkr,1240,0,0,1240,0.0,1.0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,1985.0,Fin,2.0,528.0,TA,TA,Y,232,0,0,0,0,0,0,7,2007,WD ,174000
528235180,80,RL,59.0,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,182.0,Gd,TA,PConc,TA,TA,No,Unf,655.0,Unf,0.0,201.0,856.0,GasA,Ex,Y,SBrkr,1166,0,0,1166,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Gd,Attchd,2005.0,Unf,2.0,400.0,TA,TA,Y,212,0,0,0,0,0,0,7,2008,WD ,190000
902105060,70,RM,90.0,9900,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,CBlock,TA,TA,Mn,ALQ,0.0,Unf,0.0,504.0,504.0,GasA,Ex,Y,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,TA,7,Typ,0,Gd,Attchd,2005.0,RFn,0.0,0.0,TA,TA,N,0,0,176,0,0,0,0,3,2009,WD ,129000
534425015,20,RL,90.0,22002,Pave,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,TA,Gd,CBlock,Gd,TA,No,Rec,1386.0,Unf,0.0,206.0,1592.0,GasA,Gd,Y,SBrkr,1652,0,0,1652,1.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1959.0,Fin,2.0,510.0,TA,TA,Y,0,0,0,0,201,0,0,7,2007,WD ,200000
535126010,60,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,Stone,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,896.0,GasA,TA,Y,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,RFn,1.0,509.0,TA,Gd,Y,0,72,0,0,252,0,0,6,2009,WD ,193500
534403050,20,RL,75.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,260.0,TA,TA,CBlock,TA,TA,No,ALQ,787.0,Unf,0.0,305.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,1092,1.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1964.0,Unf,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,0,7,2008,WD ,145000
909280070,50,RL,81.0,8170,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,Gd,Gd,BrkTil,TA,TA,No,GLQ,526.0,Unf,0.0,496.0,1022.0,GasA,Ex,Y,FuseA,1122,549,0,1671,0.0,0.0,2,0,4,1,TA,7,Typ,1,Ex,Attchd,1963.0,RFn,2.0,451.0,TA,TA,Y,0,0,0,0,0,0,0,2,2006,WD ,218000
905451050,20,RL,80.0,12048,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,232.0,TA,TA,Slab,TA,TA,Mn,LwQ,0.0,Unf,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1488,0,0,1488,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,569.0,TA,TA,Y,0,189,36,0,348,0,0,4,2006,WD ,135000
534475160,20,RL,89.0,10858,Pave,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,40.0,Unf,0.0,1404.0,1444.0,GasA,Ex,Y,SBrkr,1624,0,0,1624,1.0,0.0,1,0,2,1,TA,6,Min1,1,Gd,Attchd,1952.0,RFn,1.0,240.0,TA,TA,Y,0,40,324,0,0,0,0,7,2006,WD ,146500
528174010,120,RL,61.0,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1362,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,0,6,2007,WD ,194700
528488140,20,FV,62.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,None,210.0,Gd,TA,PConc,Fa,Fa,No,ALQ,902.0,Unf,0.0,316.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Gd,Detchd,2008.0,Unf,2.0,462.0,TA,TA,Y,168,168,0,0,0,0,0,4,2008,New,230348
903234050,30,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Gd,GLQ,960.0,Unf,0.0,164.0,1124.0,GasA,TA,Y,SBrkr,1068,0,0,1068,1.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1923.0,Fin,1.0,288.0,TA,TA,Y,0,0,128,0,0,0,0,3,2010,WD ,109500
913350030,20,RL,69.0,23580,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,No,GLQ,776.0,Rec,0.0,849.0,1625.0,GasA,TA,Y,SBrkr,1625,0,0,1625,0.0,1.0,2,0,3,1,Fa,6,Typ,1,TA,Attchd,1979.0,RFn,2.0,576.0,Gd,TA,Y,136,28,0,0,0,0,0,9,2006,WD ,242500
527190050,160,RL,44.0,5306,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,Gd,PConc,TA,TA,No,ALQ,495.0,Unf,215.0,354.0,1064.0,GasA,Gd,Y,SBrkr,1064,703,0,1767,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1987.0,RFn,2.0,504.0,TA,TA,Y,441,35,0,0,0,0,0,6,2006,WD ,239000
535301150,20,RL,70.0,8092,Pave,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,176.0,TA,Gd,CBlock,TA,TA,No,Rec,824.0,Unf,0.0,226.0,1050.0,GasA,Ex,Y,SBrkr,1050,0,0,1050,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Gd,Detchd,1954.0,Unf,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD ,156000
534277060,20,RL,77.0,8593,Pave,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288.0,Unf,0.0,619.0,907.0,GasA,Ex,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,1964.0,Unf,1.0,352.0,TA,Fa,Y,0,0,0,0,0,0,0,7,2008,WD ,109008
910206010,50,RM,64.0,11067,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,Gd,TA,Av,Unf,0.0,Unf,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,640,0,205,845,0.0,0.0,1,0,1,1,TA,4,Maj2,0,TA,Attchd,1950.0,RFn,1.0,256.0,TA,TA,N,48,0,0,0,0,0,0,3,2007,WD ,68104
528363020,60,RL,64.0,11929,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,466.0,Gd,TA,PConc,Gd,TA,No,BLQ,0.0,Unf,0.0,1242.0,1242.0,GasA,Ex,Y,SBrkr,1251,1250,0,2501,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1995.0,RFn,3.0,751.0,TA,TA,Y,192,87,0,0,0,0,0,6,2008,WD ,290000
534401110,20,RL,90.0,9900,Pave,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1059.0,Unf,0.0,150.0,1209.0,GasA,Gd,Y,SBrkr,1209,0,0,1209,1.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Basment,1966.0,Unf,2.0,504.0,Fa,TA,Y,0,0,120,0,0,0,0,4,2010,ConLD,159000
534453140,70,RL,50.0,4882,Pave,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,120.0,Unf,0.0,228.0,348.0,GasA,TA,Y,SBrkr,453,453,0,906,0.0,0.0,1,0,2,1,TA,5,Typ,0,TA,Attchd,1937.0,RFn,1.0,231.0,TA,TA,Y,0,0,0,0,0,0,0,9,2008,WD ,87000
907252120,20,RL,50.0,11423,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,479.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1358.0,Unf,0.0,223.0,1581.0,GasA,Ex,Y,SBrkr,1601,0,0,1601,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2001.0,Unf,2.0,670.0,TA,TA,Y,180,0,0,0,0,0,2000,5,2010,WD ,272000
907414040,20,RL,65.0,8772,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,996.0,Unf,0.0,340.0,1336.0,GasA,Ex,Y,SBrkr,1336,0,0,1336,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Gd,Detchd,2005.0,Unf,2.0,502.0,TA,TA,Y,136,43,0,0,0,0,0,9,2006,New,198000
902109120,50,RM,63.0,7628,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,GLQ,0.0,Unf,0.0,801.0,801.0,GasA,Gd,Y,FuseA,1095,561,0,1656,0.0,0.0,2,0,2,1,TA,8,Mod,0,Gd,Attchd,1958.0,Unf,2.0,440.0,TA,TA,Y,187,0,0,0,0,0,0,5,2008,WD ,119164
905477010,20,RL,77.0,8335,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,Slab,Gd,TA,Av,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1124,0,0,1124,0.0,0.0,1,0,3,1,TA,5,Min2,1,TA,Attchd,1958.0,RFn,0.0,0.0,TA,TA,N,0,36,190,0,0,0,0,4,2006,WD ,93000
528280180,60,RL,71.0,8220,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,647.0,Gd,TA,PConc,Fa,TA,Mn,BLQ,544.0,Unf,0.0,438.0,982.0,GasA,Ex,Y,SBrkr,1008,884,0,1892,0.0,0.0,2,1,3,1,TA,8,Typ,1,Gd,CarPort,2000.0,Unf,2.0,431.0,Fa,Fa,Y,108,0,0,0,0,0,0,7,2008,WD ,226750
535353140,190,RL,107.0,10615,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2FmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,440.0,Unf,0.0,538.0,978.0,GasA,TA,Y,SBrkr,1014,685,0,1699,1.0,0.0,2,0,3,2,TA,7,Typ,0,Gd,Detchd,1920.0,Unf,2.0,420.0,TA,TA,Y,0,74,0,0,0,0,0,8,2009,WD ,95000
903228150,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,300.0,Unf,0.0,480.0,780.0,GasA,TA,Y,SBrkr,780,636,0,1416,0.0,0.0,1,1,3,1,TA,6,Typ,0,Gd,Attchd,1948.0,Unf,1.0,312.0,TA,TA,P,221,0,48,0,0,0,0,3,2010,WD ,139900
534451150,30,RL,55.0,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,1306,0,0,1306,0.0,0.0,1,0,3,1,Fa,6,Mod,0,Gd,Detchd,1948.0,Unf,0.0,0.0,TA,TA,Y,263,0,0,0,0,0,450,5,2010,WD ,76500
535380110,30,RL,60.0,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1997.0,Unf,1.0,308.0,TA,TA,N,88,108,0,0,0,0,0,7,2008,WD ,86900
923227030,20,RL,60.0,17979,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,Stone,0.0,TA,Gd,CBlock,Gd,TA,No,Rec,785.0,Unf,0.0,328.0,1113.0,GasA,Ex,Y,SBrkr,1160,0,0,1160,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Gd,Attchd,1968.0,RFn,1.0,257.0,TA,TA,Y,81,0,0,0,0,0,500,2,2008,WD ,152500
908250090,20,RL,68.0,9520,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,115.0,TA,TA,CBlock,TA,TA,No,LwQ,767.0,Unf,0.0,144.0,911.0,GasA,TA,Y,SBrkr,930,0,0,930,0.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1953.0,Unf,1.0,286.0,TA,TA,Y,134,0,0,0,0,0,3000,5,2008,WD ,99000
534450150,30,RL,50.0,5330,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,Gd,TA,No,GLQ,280.0,Unf,0.0,140.0,420.0,GasA,Gd,Y,SBrkr,708,0,0,708,0.0,0.0,1,0,2,1,Fa,5,Typ,0,Gd,Attchd,1953.0,RFn,0.0,0.0,TA,TA,Y,164,0,0,0,0,0,0,12,2009,WD ,82500
531451030,120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,430.0,Unf,0.0,1145.0,1575.0,GasA,Gd,Y,SBrkr,1575,0,0,1575,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Gd,Attchd,1992.0,Fin,2.0,529.0,TA,TA,Y,0,0,52,0,0,0,0,7,2007,WD ,179200
905105010,20,RL,75.0,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,773.0,LwQ,0.0,286.0,1059.0,GasA,Gd,Y,SBrkr,1059,0,0,1059,1.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1966.0,Unf,1.0,286.0,TA,TA,Y,0,88,0,0,0,0,0,6,2006,WD ,142500
905101070,20,RL,62.0,14299,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,513.0,Unf,144.0,348.0,1005.0,GasA,TA,Y,SBrkr,1005,0,0,1005,1.0,0.0,1,0,3,1,TA,5,Typ,0,TA,Attchd,1964.0,Fin,2.0,440.0,TA,TA,N,0,0,0,0,0,0,0,7,2007,WD ,115400
534104090,60,FV,62.0,7050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,738.0,Unf,0.0,319.0,1057.0,GasA,Ex,Y,SBrkr,1057,872,0,1929,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,2001.0,RFn,2.0,650.0,TA,TA,Y,0,235,0,0,0,0,0,5,2007,WD ,226000
533212130,160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,600,80,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Gd,BuiltIn,2005.0,Fin,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,0,4,2006,WD ,144152
528178090,60,RL,112.0,16451,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,221.0,Gd,TA,PConc,Gd,TA,Mn,Rec,0.0,GLQ,0.0,1765.0,1765.0,GasA,Ex,Y,SBrkr,1804,886,0,2690,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2003.0,Unf,3.0,795.0,TA,TA,Y,268,58,0,0,0,0,0,7,2008,WD ,370000
923276030,20,RL,76.0,12887,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,207.0,Unf,590.0,36.0,833.0,GasA,TA,Y,SBrkr,833,0,0,833,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Gd,Attchd,1984.0,RFn,2.0,495.0,TA,TA,Y,431,0,0,0,0,0,0,4,2010,WD ,149900
